,Organic Phase Initial Conditions,,,,,,,Aqueous Phase Initial Conditions,,,,External Conditions,Results,Log_D
4516,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Ce(III),0,HNO3,1,293.15,0.000565,-3.247951552
4517,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Pr(III),0,HNO3,1,293.15,0.0018,-2.744727495
4518,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Nd(III),0,HNO3,1,293.15,0.00477,-2.321481621
4519,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Sm(III),0,HNO3,1,293.15,0.0161,-1.793174124
4520,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Eu(III),0,HNO3,1,293.15,0.022,-1.657577319
4521,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Gd(III),0,HNO3,1,293.15,0.0171,-1.76700389
4522,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Tb(III),0,HNO3,1,293.15,0.0535,-1.271646218
4523,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Dy(III),0,HNO3,1,293.15,0.0918,-1.037157319
4524,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Ho(III),0,HNO3,1,293.15,0.15,-0.823908741
4525,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Er(III),0,HNO3,1,293.15,0.211,-0.675717545
4526,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Yb(III),0,HNO3,1,293.15,0.212,-0.673664139
4527,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,kerosene,1-octanol,0.7,0.3,Lu(III),0,HNO3,1,293.15,0.178,-0.749579998
4528,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tert-butylbenzene,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0000193,-4.714442691
4529,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tert-butylbenzene,,1,0,Eu(III),0,HClO4,0.01,293.15,1.39,0.1430148
4530,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.004,tert-butylbenzene,,1,0,Eu(III),0,HNO3,0.01,293.15,0.000258,-3.588380294
4531,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.01,tert-butylbenzene,,1,0,Eu(III),0,HNO3,0.01,293.15,0.000873,-3.058985756
4532,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.02,tert-butylbenzene,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00258,-2.588380294
4533,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.04,tert-butylbenzene,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00873,-2.058985756
4534,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,nitrobenzene,,1,0,Eu(III),0,HNO3,0.01,293.15,8.03,0.904715545
4535,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0215,-1.66756154
4536,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,benzaldehyde,,1,0,Eu(III),0,HNO3,0.01,293.15,0.173,-0.761953897
4537,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,1-decanol,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00578,-2.238072162
4538,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00464,-2.333482019
4539,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,trichloroethylene,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0000464,-4.333482019
4540,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tert-butylbenzene,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0000173,-4.761953897
4541,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,1-hexanol,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0359,-1.444905551
4542,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,1-heptanol,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0179,-1.747146969
4543,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,1-octanol,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0093,-2.031517051
4544,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,1-nonanol,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00833,-2.079354999
4545,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,1-decanol,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00499,-2.301899454
4546,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.011,-1.958607315
4547,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0152,-1.818156412
4548,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0138,-1.860120914
4549,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0168,-1.774690718
4550,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0191,-1.718966633
4551,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0191,-1.718966633
4552,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0168,-1.774690718
4553,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0168,-1.774690718
4554,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0321,-1.493494968
4555,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,283.15,0.0926,-1.033389013
4556,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0355,-1.449771647
4557,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,303.15,0.0178,-1.749579998
4558,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.0009,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00113,-2.946921557
4559,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.0027,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00289,-2.539102157
4560,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00307,-2.512861625
4561,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.0055,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00438,-2.358525889
4562,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.01,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0116,-1.935542011
4563,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.015,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0209,-1.679853714
4564,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.02,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0367,-1.435333936
4565,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.04,anisole,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0744,-1.128427064
4566,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.001,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00163,-2.787812396
4567,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.002,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00671,-2.17327748
4568,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.0028,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.00801,-2.096367484
4569,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0178,-1.749579998
4570,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.01,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0838,-1.076755981
4571,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.016,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.0733,-1.134896025
4572,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.022,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.149,-0.826813732
4573,1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.04,tetrachloroethane,,1,0,Eu(III),0,HNO3,0.01,293.15,0.412,-0.385102784
4574,1,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.2,chloroform,,1,0,Eu(III),0,HNO3,0.0001,293.15,0.3,-0.522878745
4575,1,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.2,chloroform,,1,0,Eu(III),0,HNO3,0.00025,293.15,0.2,-0.698970004
4576,1,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.2,chloroform,,1,0,Eu(III),0,HNO3,0.001,293.15,0.1,-1
4577,1,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.2,chloroform,,1,0,Eu(III),0,HNO3,0.01,293.15,0.1,-1
4578,1,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.2,chloroform,,1,0,Eu(III),0,HNO3,0.1,293.15,0.1,-1
4579,1,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.2,chloroform,,1,0,Eu(III),0,HNO3,1,293.15,0.1,-1
4580,1,CCN(CC)C(=O)COc1c2cc(OC)cc1Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)C2,0.01,2-nitrophenyl hexyl ether,,1,0,Eu(III),0,HNO3,1,298.15,0.001,-3
4581,1,CCCCCCCCOc1cc2c(OCC(=O)N(CC)CC)c(c1)Cc1cc(OCCCCCCCC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OCCCCCCCC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OCCCCCCCC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OCCCCCCCC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OCCCCCCCC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OCCCCCCCC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OCCCCCCCC)cc(c1OCC(=O)N(CC)CC)C2,0.01,2-nitrophenyl hexyl ether,,1,0,Eu(III),0,HNO3,1,298.15,0.001,-3
4582,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Mesitylene,,1,0,Eu(III),0,HNO3,0.5,293.15,12,1.079181246
4583,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Mesitylene,,1,0,Eu(III),0,HNO3,1,293.15,13,1.113943352
4584,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Mesitylene,,1,0,Eu(III),0,HNO3,1.5,293.15,9,0.954242509
4585,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Mesitylene,,1,0,Eu(III),0,HNO3,2.5,293.15,2,0.301029996
4586,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Mesitylene,,1,0,Eu(III),0,HNO3,4,293.15,0.7,-0.15490196
4587,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Mesitylene,,1,0,Eu(III),0,HNO3,5,293.15,0.5,-0.301029996
4588,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.1,Mesitylene,,1,0,Eu(III),0,HNO3,0.5,293.15,2,0.301029996
4589,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.1,Mesitylene,,1,0,Eu(III),0,HNO3,1,293.15,1.8,0.255272505
4590,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.1,Mesitylene,,1,0,Eu(III),0,HNO3,1.5,293.15,1,0
4591,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.1,Mesitylene,,1,0,Eu(III),0,HNO3,2.5,293.15,0.2,-0.698970004
4592,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.1,Mesitylene,,1,0,Eu(III),0,HNO3,4,293.15,0.04,-1.397940009
4593,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.1,Mesitylene,,1,0,Eu(III),0,HNO3,5,293.15,0.03,-1.522878745
4594,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Tetrachloroethylene,,1,0,La(III),0,HNO3,3,298.15,0.9,-0.045757491
4595,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Tetrachloroethylene,,1,0,Ce(III),0,HNO3,3,298.15,1.7,0.230448921
4596,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Tetrachloroethylene,,1,0,Pr(III),0,HNO3,3,298.15,2.3,0.361727836
4597,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Tetrachloroethylene,,1,0,Nd(III),0,HNO3,3,298.15,2.4,0.380211242
4598,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Tetrachloroethylene,,1,0,Sm(III),0,HNO3,3,298.15,2.9,0.462397998
4599,1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.25,Tetrachloroethylene,,1,0,Eu(III),0,HNO3,3,298.15,2.9,0.462397998
4600,1,CC(C)CN(CC(C)C)C(=O)CP(=O)(C1CCCCC1)C1CCCCC1,0.25,Tetrachloroethylene,,1,0,La(III),0,HNO3,3,298.15,0.76,-0.119186408
4601,1,CC(C)CN(CC(C)C)C(=O)CP(=O)(C1CCCCC1)C1CCCCC1,0.25,Tetrachloroethylene,,1,0,Ce(III),0,HNO3,3,298.15,1.6,0.204119983
4602,1,CC(C)CN(CC(C)C)C(=O)CP(=O)(C1CCCCC1)C1CCCCC1,0.25,Tetrachloroethylene,,1,0,Pr(III),0,HNO3,3,298.15,2.3,0.361727836
4603,1,CC(C)CN(CC(C)C)C(=O)CP(=O)(C1CCCCC1)C1CCCCC1,0.25,Tetrachloroethylene,,1,0,Nd(III),0,HNO3,3,298.15,2.3,0.361727836
4604,1,CC(C)CN(CC(C)C)C(=O)CP(=O)(C1CCCCC1)C1CCCCC1,0.25,Tetrachloroethylene,,1,0,Sm(III),0,HNO3,3,298.15,2.8,0.447158031
4605,1,CC(C)CN(CC(C)C)C(=O)CP(=O)(C1CCCCC1)C1CCCCC1,0.25,Tetrachloroethylene,,1,0,Eu(III),0,HNO3,3,298.15,2.9,0.462397998
4606,1,CCC(CC)CP(=O)(CC(=O)N(CC)CC)CC(CC)CC,0.5,Tetrachloroethylene,,1,0,La(III),0,HNO3,3,298.15,0.25,-0.602059991
4607,1,CCC(CC)CP(=O)(CC(=O)N(CC)CC)CC(CC)CC,0.5,Tetrachloroethylene,,1,0,Ce(III),0,HNO3,3,298.15,0.43,-0.366531544
4608,1,CCC(CC)CP(=O)(CC(=O)N(CC)CC)CC(CC)CC,0.5,Tetrachloroethylene,,1,0,Pr(III),0,HNO3,3,298.15,0.57,-0.244125144
4609,1,CCC(CC)CP(=O)(CC(=O)N(CC)CC)CC(CC)CC,0.5,Tetrachloroethylene,,1,0,Nd(III),0,HNO3,3,298.15,0.53,-0.27572413
4610,1,CCC(CC)CP(=O)(CC(=O)N(CC)CC)CC(CC)CC,0.5,Tetrachloroethylene,,1,0,Sm(III),0,HNO3,3,298.15,0.54,-0.26760624
4611,1,CCC(CC)CP(=O)(CC(=O)N(CC)CC)CC(CC)CC,0.5,Tetrachloroethylene,,1,0,Eu(III),0,HNO3,3,298.15,0.49,-0.30980392
4612,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6,293.15,0.1,-1
4613,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6,293.15,0.1,-1
4614,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6,293.15,0.1,-1
4615,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6,293.15,0.11,-0.958607315
4616,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,2,293.15,0.41,-0.387216143
4617,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,3,293.15,0.3,-0.522878745
4618,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,4,293.15,0.2,-0.698970004
4619,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,5,293.15,0.13,-0.886056648
4620,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6,293.15,0.08,-1.096910013
4621,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6.5,293.15,0.08,-1.096910013
4622,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,7,293.15,0.07,-1.15490196
4623,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,8,293.15,0.06,-1.22184875
4624,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,2,293.15,0.5,-0.301029996
4625,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,3,293.15,0.55,-0.259637311
4626,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,4,293.15,0.65,-0.187086643
4627,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,5,293.15,0.61,-0.214670165
4628,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6,293.15,0.6,-0.22184875
4629,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,6.5,293.15,0.6,-0.22184875
4630,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,7,293.15,0.55,-0.259637311
4631,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Eu(III),0,HNO3,8,293.15,0.6,-0.22184875
4632,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,2,293.15,0.186,-0.730487056
4633,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,3,293.15,0.083,-1.080921908
4634,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,4,293.15,0.033,-1.48148606
4635,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,5,293.15,0.017,-1.769551079
4636,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,6,293.15,0.006,-2.22184875
4637,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,6.5,293.15,0.007,-2.15490196
4638,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,7,293.15,0.005,-2.301029996
4639,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,8,293.15,0.004,-2.397940009
4640,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,2,293.15,0.174,-0.759450752
4641,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,3,293.15,0.071,-1.148741651
4642,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,4,293.15,0.027,-1.568636236
4643,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,5,293.15,0.013,-1.886056648
4644,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,6,293.15,0.007,-2.15490196
4645,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,6.5,293.15,0.005,-2.301029996
4646,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,7,293.15,0.004,-2.397940009
4647,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,La(III),0,HNO3,8,293.15,0.003,-2.522878745
4648,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Sm(III),0,HNO3,2,293.15,0.531,-0.274905479
4649,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Sm(III),0,HNO3,3,293.15,0.386,-0.413412695
4650,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Sm(III),0,HNO3,4,293.15,0.229,-0.640164518
4651,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Sm(III),0,HNO3,5,293.15,0.138,-0.860120914
4652,1,CCCCCOP(=O)(CCCCC)OCCCCC,1,n-dodecane,,1,0,Sm(III),0,HNO3,6,293.15,0.079,-1.102372909
