Extractants_count,SMILES_canonical,Extractant_conc_M,Solvent_A,Solvent_B,Volume_fraction_A,Volume_fraction_B,Metal,Metal_conc_mM,Acid_type,Acid_conc_M,Temperature_K,,Log_D
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.05,nitrobenzene,,1,0,Tb(III),0.1,HNO3,3,298.15,,0.041392685
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,0.05,nitrobenzene,,1,0,Yb(III),0.1,HNO3,3,298.15,,-0.657577319
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.05,nitrobenzene,,1,0,Gd(III),0.1,HNO3,3,298.15,,-0.045757491
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,0.05,nitrobenzene,,1,0,Er(III),0.1,HNO3,3,298.15,,0.204119983
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.05,nitrobenzene,,1,0,Sm(III),0.1,HNO3,3,298.15,,0.146128036
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.05,nitrobenzene,,1,0,Nd(III),0.1,HNO3,3,298.15,,0.204119983
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.05,nitrobenzene,,1,0,Ce(III),0.1,HNO3,3,298.15,,-0.096910013
1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.05,nitrobenzene,,1,0,La(III),0.1,HNO3,3,298.15,,-0.22184875
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Ce(III),0.05,HNO3,0.1,298.15,,-1.494850022
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Eu(III),0.05,HNO3,0.1,298.15,,-1.638272164
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Lu(III),0.05,HNO3,0.1,298.15,,-2.096910013
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Eu(III),0.05,HNO3,0.1,298.15,,0.698970004
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Lu(III),0.05,HNO3,0.1,298.15,,-2
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Tm(III),0.05,HNO3,0.1,298.15,,-2.096910013
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Lu(III),0.05,HNO3,0.1,298.15,,-1.124938737
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Yb(III),0.05,HNO3,0.1,298.15,,-2.096910013
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Er(III),0.05,HNO3,0.1,298.15,,-2.022276395
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Ho(III),0.05,HNO3,0.1,298.15,,-2.070581074
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Lu(III),0.05,HNO3,0.1,298.15,,-1.070581074
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Tb(III),0.05,HNO3,0.1,298.15,,-2.045757491
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Gd(III),0.05,HNO3,0.1,298.15,,-1
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Tm(III),0.05,HNO3,0.1,298.15,,-1.022276395
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Er(III),0.05,HNO3,0.1,298.15,,-2
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Ho(III),0.05,HNO3,0.1,298.15,,-1.795880017
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Dy(III),0.05,HNO3,0.1,298.15,,-1.619788758
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Tb(III),0.05,HNO3,0.1,298.15,,-1.494850022
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Gd(III),0.05,HNO3,0.1,298.15,,-1.397940009
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Eu(III),0.05,HNO3,0.1,298.15,,-1.124938737
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Sm(III),0.05,HNO3,0.1,298.15,,-1.045757491
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Nd(III),0.05,HNO3,0.1,298.15,,-1.045757491
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Pr(III),0.05,HNO3,0.1,298.15,,-1.096910013
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Ce(III),0.05,HNO3,0.1,298.15,,-1.15490196
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,La(III),0.05,HNO3,0.1,298.15,,-1.22184875
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Yb(III),0.05,HNO3,0.1,298.15,,-1.958607315
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Tm(III),0.05,HNO3,0.1,298.15,,-2
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Er(III),0.05,HNO3,0.1,298.15,,-1.853871964
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Ho(III),0.05,HNO3,0.1,298.15,,-1.886056648
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Dy(III),0.05,HNO3,0.1,298.15,,-1.795880017
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Tb(III),0.05,HNO3,0.1,298.15,,-1.823908741
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Gd(III),0.05,HNO3,0.1,298.15,,-1.769551079
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Sm(III),0.05,HNO3,0.1,298.15,,-1.552841969
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Pr(III),0.05,HNO3,0.1,298.15,,-0.22184875
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Nd(III),0.05,HNO3,0.1,298.15,,-1.37675071
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,Pr(III),0.05,HNO3,0.1,298.15,,-1.443697499
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.1,CH3Cl,,1,0,Yb(III),0.05,HNO3,0.1,298.15,,-1.045757491
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,La(III),0.05,HNO3,0.1,298.15,,0.812913357
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Ce(III),0.05,HNO3,0.1,298.15,,0.77815125
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Pr(III),0.05,HNO3,0.1,298.15,,0.84509804
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Yb(III),0.05,HNO3,0.1,298.15,,-2
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Tm(III),0.05,HNO3,0.1,298.15,,-1.823908741
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Er(III),0.05,HNO3,0.1,298.15,,-1.698970004
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Ho(III),0.05,HNO3,0.1,298.15,,-1.522878745
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Dy(III),0.05,HNO3,0.1,298.15,,-1.698970004
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Tb(III),0.05,HNO3,0.1,298.15,,-1.301029996
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Gd(III),0.05,HNO3,0.1,298.15,,-0.958607315
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Eu(III),0.05,HNO3,0.1,298.15,,-1.22184875
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Sm(III),0.05,HNO3,0.1,298.15,,-1.045757491
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Nd(III),0.05,HNO3,0.1,298.15,,-0.096910013
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Pr(III),0.05,HNO3,0.1,298.15,,0.477121255
1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.1,CH3Cl,,1,0,La(III),0.05,HNO3,0.1,298.15,,-1.677780705
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,Ce(III),0.05,HNO3,0.1,298.15,,0.954242509
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Lu(III),0.05,HNO3,0.1,298.15,,-0.070581074
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Yb(III),0.05,HNO3,0.1,298.15,,-0.045757491
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Tm(III),0.05,HNO3,0.1,298.15,,-0.022276395
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Er(III),0.05,HNO3,0.1,298.15,,0
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Ho(III),0.05,HNO3,0.1,298.15,,0.176091259
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Dy(III),0.05,HNO3,0.1,298.15,,-2.022276395
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Dy(III),0.05,HNO3,0.1,298.15,,0.301029996
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Tb(III),0.05,HNO3,0.1,298.15,,0.397940009
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Gd(III),0.05,HNO3,0.1,298.15,,0.477121255
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Sm(III),0.05,HNO3,0.1,298.15,,0.903089987
1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1cc(C)cc(C)c1,0.1,CH3Cl,,1,0,Nd(III),0.05,HNO3,0.1,298.15,,0.929418926
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4cc(C)cc(C)c4)nc3c2n1)c1cc(C)cc(C)c1,0.01,CH3Cl,,1,0,La(III),0.05,HNO3,0.1,298.15,,1.176091259
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,La(III),0.05,HNO3,0.1,298.15,,0.698970004
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Ce(III),0.05,HNO3,0.1,298.15,,0.301029996
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Eu(III),0.05,HNO3,0.1,298.15,,-2
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Sm(III),0.05,HNO3,0.1,298.15,,-1.698970004
1,CCCCCCCCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.01,CH3Cl,,1,0,Nd(III),0.05,HNO3,0.1,298.15,,-1
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Er(III),0.05,HNO3,1,298.15,,0.477121255
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Lu(III),0.05,HNO3,1,298.15,,-0.22184875
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Yb(III),0.05,HNO3,1,298.15,,-0.045757491
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Tm(III),0.05,HNO3,1,298.15,,0
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Ho(III),0.05,HNO3,1,298.15,,0.698970004
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Dy(III),0.05,HNO3,1,298.15,,0.301029996
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Tb(III),0.05,HNO3,1,298.15,,-0.045757491
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Gd(III),0.05,HNO3,1,298.15,,-0.698970004
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Sm(III),0.05,HNO3,1,298.15,,-1.301029996
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Pr(III),0.05,HNO3,1,298.15,,-2.958607315
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Ce(III),0.05,HNO3,1,298.15,,-3.22184875
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,La(III),0.05,HNO3,1,298.15,,-4
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Eu(III),0.05,HNO3,1,298.15,,-1
1,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.04,kerosene,1-octanol,0.5,0.5,Nd(III),0.05,HNO3,1,298.15,,-2.301029996
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Sm(III),0.001,HNO3,0.5,298.15,,-1.045757491
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Tb(III),0.001,HNO3,0.5,298.15,,-0.698970004
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Eu(III),0.001,HNO3,0.5,298.15,,-1
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Er(III),0.001,HNO3,0.5,298.15,,-0.22184875
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Yb(III),0.001,HNO3,0.5,298.15,,-0.15490196
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Lu(III),0.001,HNO3,0.5,298.15,,-0.15490196
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Nd(III),0.001,HNO3,0.5,298.15,,-1.301029996
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,La(III),0.001,HNO3,0.5,298.15,,-3
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Ce(III),0.001,HNO3,0.5,298.15,,-2.22184875
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Gd(III),0.001,HNO3,0.5,298.15,,-1.070581074
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Dy(III),0.001,HNO3,0.5,298.15,,-0.455931956
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Ho(III),0.001,HNO3,0.5,298.15,,-0.301029996
1,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.005,cyclohexanone,,1,0,Pr(III),0.001,HNO3,0.5,298.15,,-1.823908741
1,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,0.18,nitrobenzene,,1,0,La(III),1.4,HNO3,1,298.15,,1.698970004
1,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,0.18,nitrobenzene,,1,0,Nd(III),1.4,HNO3,1,298.15,,1.763427994
1,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,0.18,nitrobenzene,,1,0,Eu(III),1.4,HNO3,1,298.15,,1.69019608
1,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,0.18,nitrobenzene,,1,0,Dy(III),1.4,HNO3,1,298.15,,1.672097858
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Gd(III),0,HNO3,0.3,298.15,,1.079181246
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Eu(III),0,HNO3,0.3,298.15,,1.301029996
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0003,toluene,,1,0,Er(III),0,HCl,0.001,298.15,,0.477121255
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Sm(III),0,HNO3,0.3,298.15,,1.477121255
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0003,toluene,,1,0,Tm(III),0,HCl,0.001,298.15,,0.301029996
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Pr(III),0,HNO3,0.3,298.15,,1.477121255
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Ce(III),0,HNO3,0.3,298.15,,1.301029996
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Dy(III),0,HNO3,0.3,298.15,,1
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,La(III),0,HNO3,0.3,298.15,,1
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Nd(III),0,HNO3,0.3,298.15,,1.397940009
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Ho(III),0,HNO3,0.3,298.15,,0.954242509
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Tb(III),0,HNO3,0.3,298.15,,1.176091259
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Tm(III),0,HNO3,0.3,298.15,,0.84509804
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0003,toluene,,1,0,Lu(III),0,HCl,0.001,298.15,,0.176091259
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0003,toluene,,1,0,Yb(III),0,HCl,0.001,298.15,,0.176091259
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.03,toluene,,1,0,Er(III),0,HNO3,0.3,298.15,,0.903089987
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0003,toluene,,1,0,Tb(III),0,HCl,0.001,298.15,,0.954242509
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0003,toluene,,1,0,Gd(III),0,HCl,0.001,298.15,,1
1,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0003,toluene,,1,0,Eu(III),0,HCl,0.001,298.15,,1.301029996
